2022-12-10 19:11:03,282|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue C->C: GetReq(K1=?)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 41|Start timer 4416024384 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue C->D: GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue C->B: GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue C->C: GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 55|Cancel timer 4416024096 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 55|Cancel timer 4416024192 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 55|Cancel timer 4416024384 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 67|Pop timer 4416023904 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,300|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,300|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue a->B: ClientGet(K1=?)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 41|Start timer 4416041216 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py|100|Start of schedule: 1 (limit 413) pending messages, 7 (limit 28455) pending timers
2022-12-10 19:11:03,300|INFO   |   framework.py|112|Dequeue a->B: ClientGet(K1=?)
2022-12-10 19:11:03,300|INFO   |   framework.py| 42|Enqueue B->D: GetReq(K1=?)
2022-12-10 19:11:03,300|DEBUG  |       timer.py| 41|Start timer 4416041408 prio 20 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue B->B: GetReq(K1=?)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 41|Start timer 4416041504 prio 20 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue B->C: GetReq(K1=?)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 41|Start timer 4416041696 prio 20 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue B->D: GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue D->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue B->B: GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue B->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue B->C: GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue C->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue D->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 55|Cancel timer 4416041408 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue B->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 55|Cancel timer 4416041504 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue C->B: GetRsp(K1=1)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 55|Cancel timer 4416041696 for node B reason GetReq(K1=?)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 67|Pop timer 4416041216 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,301|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,301|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 41|Start timer 4416042080 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py|100|Start of schedule: 1 (limit 406) pending messages, 7 (limit 28454) pending timers
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,301|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,301|INFO   |   framework.py| 83|Enqueue(fwd) F->D: ClientGet(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,301|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,301|DEBUG  |       timer.py| 41|Start timer 4416042320 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 41|Start timer 4416042416 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 41|Start timer 4416042608 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 55|Cancel timer 4416042320 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 55|Cancel timer 4416042416 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 55|Cancel timer 4416042608 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 67|Pop timer 4416042080 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,302|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,302|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue a->C: ClientGet(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 41|Start timer 4416042992 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py|100|Start of schedule: 1 (limit 398) pending messages, 7 (limit 28453) pending timers
2022-12-10 19:11:03,302|INFO   |   framework.py|112|Dequeue a->C: ClientGet(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue C->D: GetReq(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 41|Start timer 4416043184 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue C->B: GetReq(K1=?)
2022-12-10 19:11:03,302|DEBUG  |       timer.py| 41|Start timer 4416043280 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,302|INFO   |   framework.py| 42|Enqueue C->C: GetReq(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 41|Start timer 4416043472 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue C->D: GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue C->B: GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue C->C: GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 55|Cancel timer 4416043184 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 55|Cancel timer 4416043280 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 55|Cancel timer 4416043472 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 67|Pop timer 4416042992 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,303|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,303|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 41|Start timer 4416043856 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py|100|Start of schedule: 1 (limit 391) pending messages, 7 (limit 28452) pending timers
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 41|Start timer 4416044048 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 41|Start timer 4416044144 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,303|DEBUG  |       timer.py| 41|Start timer 4416044336 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,303|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 55|Cancel timer 4416044048 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 55|Cancel timer 4416044144 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 55|Cancel timer 4416044336 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 67|Pop timer 4416043856 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,304|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,304|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 41|Start timer 4416044720 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py|100|Start of schedule: 1 (limit 384) pending messages, 7 (limit 28451) pending timers
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,304|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,304|INFO   |   framework.py| 83|Enqueue(fwd) F->D: ClientGet(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 41|Start timer 4416044960 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 41|Start timer 4416069696 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,304|DEBUG  |       timer.py| 41|Start timer 4416069888 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,304|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,304|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 55|Cancel timer 4416044960 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 55|Cancel timer 4416069696 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 55|Cancel timer 4416069888 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 67|Pop timer 4416044720 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,305|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,305|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 41|Start timer 4416070272 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py|100|Start of schedule: 1 (limit 376) pending messages, 7 (limit 28450) pending timers
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,305|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,305|INFO   |   framework.py| 83|Enqueue(fwd) E->D: ClientGet(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 41|Start timer 4416070512 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 41|Start timer 4416070608 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,305|DEBUG  |       timer.py| 41|Start timer 4416070800 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,305|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,305|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 55|Cancel timer 4416070512 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 55|Cancel timer 4416070608 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 55|Cancel timer 4416070800 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 67|Pop timer 4416070272 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,306|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,306|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue a->C: ClientGet(K1=?)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 41|Start timer 4416071184 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py|100|Start of schedule: 1 (limit 368) pending messages, 7 (limit 28449) pending timers
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue a->C: ClientGet(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue C->D: GetReq(K1=?)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 41|Start timer 4416071376 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue C->B: GetReq(K1=?)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 41|Start timer 4416071472 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue C->C: GetReq(K1=?)
2022-12-10 19:11:03,306|DEBUG  |       timer.py| 41|Start timer 4416071664 prio 20 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue C->D: GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue C->B: GetReq(K1=?)
2022-12-10 19:11:03,306|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,306|INFO   |   framework.py| 42|Enqueue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,306|INFO   |   framework.py|112|Dequeue C->C: GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue D->C: GetRsp(K1=1)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 55|Cancel timer 4416071376 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue B->C: GetRsp(K1=1)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 55|Cancel timer 4416071472 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue C->C: GetRsp(K1=1)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 55|Cancel timer 4416071664 for node C reason GetReq(K1=?)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 67|Pop timer 4416071184 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,307|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,307|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue a->A: ClientGet(K1=?)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 41|Start timer 4416072048 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py|100|Start of schedule: 1 (limit 361) pending messages, 7 (limit 28448) pending timers
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue a->A: ClientGet(K1=?)
2022-12-10 19:11:03,307|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,307|INFO   |   framework.py| 83|Enqueue(fwd) A->D: ClientGet(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 41|Start timer 4416072288 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 41|Start timer 4416072384 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,307|DEBUG  |       timer.py| 41|Start timer 4416072576 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,307|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,307|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,307|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,308|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,308|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,308|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 55|Cancel timer 4416072288 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,308|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 55|Cancel timer 4416072384 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,308|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 55|Cancel timer 4416072576 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 67|Pop timer 4416072048 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,308|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,308|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,308|INFO   |   framework.py| 42|Enqueue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 41|Start timer 4416072960 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,308|INFO   |   framework.py|100|Start of schedule: 1 (limit 353) pending messages, 7 (limit 28447) pending timers
2022-12-10 19:11:03,308|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,308|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 41|Start timer 4416073152 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,308|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,308|DEBUG  |       timer.py| 41|Start timer 4416073248 prio 20 for node D reason GetReq(K1=?)
